date,side,entry_time,entry_price,exit_time,exit_price,shares,pnl,stopped_out,eod_flatten
2023-06-29,LONG,2023-06-29 11:07:00-04:00,357.53,2023-06-29 12:13:00-04:00,357.54,261,2.6100000000124624,True,False
2023-06-29,SHORT,2023-06-29 12:13:00-04:00,357.54,2023-06-29 12:18:00-04:00,357.64,261,-26.0999999999911,True,False
2023-06-29,LONG,2023-06-29 12:18:00-04:00,357.64,2023-06-29 12:57:00-04:00,357.46,261,-46.98000000000178,True,False
2023-06-29,SHORT,2023-06-29 12:57:00-04:00,357.46,2023-06-29 15:50:00-04:00,357.48,261,-5.220000000010089,True,False
2023-06-29,LONG,2023-06-29 15:50:00-04:00,357.48,2023-06-29 15:52:00-04:00,357.3,261,-46.98000000000178,True,False
2023-06-29,SHORT,2023-06-29 15:52:00-04:00,357.3,2023-06-29 15:53:00-04:00,357.44,261,-36.53999999999644,True,False
2023-06-29,LONG,2023-06-29 15:53:00-04:00,357.44,2023-06-29 15:54:00-04:00,357.19,261,-65.25,True,False
2023-06-29,SHORT,2023-06-29 15:54:00-04:00,357.19,2023-06-29 15:58:00-04:00,357.55,261,-93.96000000000356,True,False
2023-06-29,LONG,2023-06-29 15:58:00-04:00,357.55,2023-06-29 15:59:00-04:00,357.6,261,13.050000000002967,False,True
2023-06-30,LONG,2023-06-30 09:31:00-04:00,361.65,2023-06-30 11:00:00-04:00,363.01,258,350.8800000000035,True,False
2023-06-30,SHORT,2023-06-30 11:00:00-04:00,363.01,2023-06-30 11:01:00-04:00,363.2,258,-49.01999999999941,True,False
2023-06-30,LONG,2023-06-30 11:01:00-04:00,363.2,2023-06-30 11:28:00-04:00,363.05,257,-38.54999999999416,True,False
2023-06-30,SHORT,2023-06-30 11:28:00-04:00,363.05,2023-06-30 12:21:00-04:00,362.99,257,15.420000000000584,True,False
2023-06-30,LONG,2023-06-30 12:21:00-04:00,362.99,2023-06-30 12:24:00-04:00,362.93,257,-15.420000000000584,True,False
2023-06-30,SHORT,2023-06-30 12:24:00-04:00,362.93,2023-06-30 12:28:00-04:00,362.97,257,-10.28000000000526,True,False
2023-06-30,LONG,2023-06-30 12:28:00-04:00,362.97,2023-06-30 15:59:00-04:00,363.2,257,59.109999999990066,False,True
2023-07-03,LONG,2023-07-03 09:31:00-04:00,363.9,2023-07-03 09:36:00-04:00,363.6,257,-77.09999999998831,True,False
2023-07-03,SHORT,2023-07-03 09:36:00-04:00,363.6,2023-07-03 09:39:00-04:00,363.95,257,-89.94999999999123,True,False
2023-07-03,LONG,2023-07-03 09:39:00-04:00,363.95,2023-07-03 10:07:00-04:00,363.91,256,-10.239999999990687,True,False
2023-07-03,SHORT,2023-07-03 10:07:00-04:00,363.91,2023-07-03 10:08:00-04:00,363.99,256,-20.479999999995925,True,False
2023-07-03,LONG,2023-07-03 10:08:00-04:00,363.99,2023-07-03 10:14:00-04:00,363.86,256,-33.279999999998836,True,False
2023-07-03,SHORT,2023-07-03 10:14:00-04:00,363.86,2023-07-03 10:24:00-04:00,363.98,256,-30.720000000001164,True,False
2023-07-03,LONG,2023-07-03 10:24:00-04:00,363.98,2023-07-03 10:28:00-04:00,363.73,256,-64.0,True,False
2023-07-03,SHORT,2023-07-03 10:28:00-04:00,363.73,2023-07-03 12:24:00-04:00,363.39,256,87.04000000000815,True,False
2023-07-03,LONG,2023-07-03 12:24:00-04:00,363.39,2023-07-03 12:28:00-04:00,363.35,257,-10.27999999999065,True,False
2023-07-03,SHORT,2023-07-03 12:28:00-04:00,363.35,2023-07-03 12:29:00-04:00,363.38,257,-7.709999999992988,True,False
2023-07-03,LONG,2023-07-03 12:29:00-04:00,363.38,2023-07-03 12:36:00-04:00,363.36,257,-5.139999999995325,True,False
2023-07-03,SHORT,2023-07-03 12:36:00-04:00,363.36,2023-07-03 12:37:00-04:00,363.39,257,-7.709999999992988,True,False
2023-07-03,LONG,2023-07-03 12:37:00-04:00,363.39,2023-07-03 13:03:00-04:00,363.88,257,125.93000000000234,False,True
2023-07-05,LONG,2023-07-05 09:31:00-04:00,363.37,2023-07-05 09:35:00-04:00,363.1,257,-69.38999999999533,True,False
2023-07-05,SHORT,2023-07-05 09:35:00-04:00,363.1,2023-07-05 09:36:00-04:00,363.32,257,-56.5399999999924,True,False
2023-07-05,LONG,2023-07-05 09:36:00-04:00,363.32,2023-07-05 09:52:00-04:00,364.12,257,205.60000000000292,True,False
2023-07-05,SHORT,2023-07-05 09:52:00-04:00,364.12,2023-07-05 09:53:00-04:00,364.37,257,-64.25,True,False
2023-07-05,LONG,2023-07-05 09:53:00-04:00,364.37,2023-07-05 10:11:00-04:00,364.11,256,-66.55999999999767,True,False
2023-07-05,SHORT,2023-07-05 10:11:00-04:00,364.11,2023-07-05 10:12:00-04:00,364.31,256,-51.19999999999709,True,False
2023-07-05,LONG,2023-07-05 10:12:00-04:00,364.31,2023-07-05 11:15:00-04:00,364.44,256,33.279999999998836,True,False
2023-07-05,SHORT,2023-07-05 11:15:00-04:00,364.44,2023-07-05 11:16:00-04:00,364.63,256,-48.63999999999942,True,False
2023-07-05,LONG,2023-07-05 11:16:00-04:00,364.63,2023-07-05 11:17:00-04:00,364.28,256,-89.60000000000582,True,False
2023-07-05,SHORT,2023-07-05 11:17:00-04:00,364.28,2023-07-05 14:00:00-04:00,364.4,256,-30.720000000001164,True,False
2023-07-05,LONG,2023-07-05 14:00:00-04:00,364.4,2023-07-05 14:02:00-04:00,364.18,255,-56.09999999999246,True,False
2023-07-05,SHORT,2023-07-05 14:02:00-04:00,364.18,2023-07-05 14:45:00-04:00,364.33,255,-38.2499999999942,True,False
2023-07-05,LONG,2023-07-05 14:45:00-04:00,364.33,2023-07-05 14:56:00-04:00,364.15,255,-45.90000000000174,True,False
2023-07-05,SHORT,2023-07-05 14:56:00-04:00,364.15,2023-07-05 14:59:00-04:00,364.31,255,-40.80000000000638,True,False
2023-07-05,LONG,2023-07-05 14:59:00-04:00,364.31,2023-07-05 15:09:00-04:00,364.24,255,-17.84999999999826,True,False
2023-07-05,SHORT,2023-07-05 15:09:00-04:00,364.24,2023-07-05 15:11:00-04:00,364.28,255,-10.199999999990723,True,False
2023-07-05,LONG,2023-07-05 15:11:00-04:00,364.28,2023-07-05 15:53:00-04:00,364.27,255,-2.549999999997681,True,False
2023-07-05,SHORT,2023-07-05 15:53:00-04:00,364.27,2023-07-05 15:59:00-04:00,363.92,255,89.2499999999913,False,True
2023-07-06,SHORT,2023-07-06 09:31:00-04:00,360.33,2023-07-06 09:39:00-04:00,359.97,258,92.87999999998885,True,False
2023-07-06,LONG,2023-07-06 09:39:00-04:00,359.97,2023-07-06 09:42:00-04:00,359.72,259,-64.75,True,False
2023-07-06,SHORT,2023-07-06 09:42:00-04:00,359.72,2023-07-06 09:44:00-04:00,360.01,259,-75.10999999999058,True,False
2023-07-06,LONG,2023-07-06 09:44:00-04:00,360.01,2023-07-06 09:48:00-04:00,359.82,258,-49.01999999999941,True,False
2023-07-06,SHORT,2023-07-06 09:48:00-04:00,359.82,2023-07-06 09:49:00-04:00,359.9,258,-20.639999999995894,True,False
2023-07-06,LONG,2023-07-06 09:49:00-04:00,359.9,2023-07-06 09:50:00-04:00,359.65,258,-64.5,True,False
2023-07-06,SHORT,2023-07-06 09:50:00-04:00,359.65,2023-07-06 10:30:00-04:00,359.72,258,-18.060000000012906,True,False
2023-07-06,LONG,2023-07-06 10:30:00-04:00,359.72,2023-07-06 10:31:00-04:00,359.56,258,-41.28000000000645,True,False
2023-07-06,SHORT,2023-07-06 10:31:00-04:00,359.56,2023-07-06 11:36:00-04:00,359.39,258,43.860000000004106,True,False
2023-07-06,LONG,2023-07-06 11:36:00-04:00,359.39,2023-07-06 15:59:00-04:00,361.19,258,464.40000000000293,False,True
2023-07-07,LONG,2023-07-07 09:31:00-04:00,360.98,2023-07-07 09:35:00-04:00,360.65,258,-85.14000000001056,True,False
2023-07-07,SHORT,2023-07-07 09:35:00-04:00,360.65,2023-07-07 09:38:00-04:00,360.99,258,-87.72000000000821,True,False
2023-07-07,LONG,2023-07-07 09:38:00-04:00,360.99,2023-07-07 10:16:00-04:00,361.03,258,10.319999999990614,True,False
2023-07-07,SHORT,2023-07-07 10:16:00-04:00,361.03,2023-07-07 10:19:00-04:00,361.28,258,-64.5,True,False
2023-07-07,LONG,2023-07-07 10:19:00-04:00,361.28,2023-07-07 10:21:00-04:00,361.04,257,-61.67999999998773,True,False
2023-07-07,SHORT,2023-07-07 10:21:00-04:00,361.04,2023-07-07 10:46:00-04:00,361.05,257,-2.5699999999976626,True,False
2023-07-07,LONG,2023-07-07 10:46:00-04:00,361.05,2023-07-07 10:56:00-04:00,360.83,257,-56.54000000000701,True,False
2023-07-07,SHORT,2023-07-07 10:56:00-04:00,360.83,2023-07-07 10:58:00-04:00,361.08,257,-64.25,True,False
2023-07-07,LONG,2023-07-07 10:58:00-04:00,361.08,2023-07-07 15:22:00-04:00,362.15,257,274.98999999999825,True,False
2023-07-07,SHORT,2023-07-07 15:22:00-04:00,362.15,2023-07-07 15:59:00-04:00,359.94,257,567.9699999999948,False,True
2023-07-10,LONG,2023-07-10 09:31:00-04:00,360.48,2023-07-10 09:34:00-04:00,359.99,260,-127.40000000000236,True,False
2023-07-10,SHORT,2023-07-10 09:34:00-04:00,359.99,2023-07-10 09:37:00-04:00,360.32,260,-85.79999999999586,True,False
2023-07-10,LONG,2023-07-10 09:37:00-04:00,360.32,2023-07-10 09:42:00-04:00,360.2,259,-31.080000000001178,True,False
2023-07-10,SHORT,2023-07-10 09:42:00-04:00,360.2,2023-07-10 10:07:00-04:00,359.21,259,256.41000000000236,True,False
2023-07-10,LONG,2023-07-10 10:07:00-04:00,359.21,2023-07-10 10:35:00-04:00,358.91,261,-78.29999999998813,True,False
2023-07-10,SHORT,2023-07-10 10:35:00-04:00,358.91,2023-07-10 10:38:00-04:00,359.36,261,-117.44999999999703,True,False
2023-07-10,LONG,2023-07-10 10:38:00-04:00,359.36,2023-07-10 10:42:00-04:00,359.34,260,-5.20000000001005,True,False
2023-07-10,SHORT,2023-07-10 10:42:00-04:00,359.34,2023-07-10 10:46:00-04:00,359.41,260,-18.200000000013006,True,False
2023-07-10,LONG,2023-07-10 10:46:00-04:00,359.41,2023-07-10 10:47:00-04:00,359.31,260,-26.00000000000591,True,False
2023-07-10,SHORT,2023-07-10 10:47:00-04:00,359.31,2023-07-10 10:48:00-04:00,359.54,260,-59.80000000000473,True,False
2023-07-10,LONG,2023-07-10 10:48:00-04:00,359.54,2023-07-10 10:51:00-04:00,359.24,260,-78.00000000000296,True,False
2023-07-10,SHORT,2023-07-10 10:51:00-04:00,359.24,2023-07-10 10:57:00-04:00,359.4,260,-41.599999999991724,True,False
2023-07-10,LONG,2023-07-10 10:57:00-04:00,359.4,2023-07-10 10:59:00-04:00,359.15,260,-65.0,True,False
2023-07-10,SHORT,2023-07-10 10:59:00-04:00,359.15,2023-07-10 11:09:00-04:00,359.34,260,-49.39999999999941,True,False
2023-07-10,LONG,2023-07-10 11:09:00-04:00,359.34,2023-07-10 11:10:00-04:00,359.04,259,-77.69999999998822,True,False
2023-07-10,SHORT,2023-07-10 11:10:00-04:00,359.04,2023-07-10 11:15:00-04:00,359.39,259,-90.64999999999117,True,False
2023-07-10,LONG,2023-07-10 11:15:00-04:00,359.39,2023-07-10 11:16:00-04:00,359.27,259,-31.080000000001178,True,False
